feed_name,city,prov,neighborhoods,wait_gap_wk_med,wait_gap_wk_ci_low,wait_gap_wk_ci_high,wait_gap_wk_p,wait_gap_we_med,wait_gap_we_ci_low,wait_gap_we_ci_high,wait_gap_we_p,dens_gap_wk_med,dens_gap_wk_ci_low,dens_gap_wk_ci_high,dens_gap_wk_p,dens_gap_we_med,dens_gap_we_ci_low,dens_gap_we_ci_high,dens_gap_we_p
regina_transit,Regina (SK),SK,303,-1.7415695475166917,-3.249196818191739,0.20633477688170396,0.02027168514572262,0.18994009462759287,-0.6702077489281164,2.5585680718048702,0.5267742298394094,287.23906719743445,213.94453604111183,444.18767425211973,1.8332451991413085e-08,204.95376664154497,153.2564675734721,272.94998862504997,6.41583338735305e-08
reseau_transport_capitale,Quebec City (QC),QC,145,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
reseau_transport_longueuil,Longueuil (QC),QC,589,-2.370990064490311,-4.039679020664964,-0.766226132089802,0.0023106920513008937,-9.46158646908647,-13.089453315781446,-5.180541690138733,1.2451076023251689e-05,470.022178044085,330.84565825821056,674.5958308230531,4.984324922167885e-15,285.125265944037,186.32544807829092,370.9378541324037,1.8209597703409445e-15
saint_john_transit,Saint John Transit (NB),NB,124,-18.846153846153847,-50.02499822006663,-12.118274782701878,2.508179033660466e-05,,,,,237.94604159678147,149.9564552835998,396.03069224494743,1.4949706964024405e-06,113.60486258389746,62.90626895237936,180.45418008482517,8.271944430965677e-07
sarnia_transit,Sarnia Transit (ON),ON,114,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
saskatoon_transit,Saskatoon Transit (SK),SK,288,-4.398070578152396,-5.365879807786887,-1.9846725651079307,4.16907719126035e-06,-5.876430909983501,-9.72699345762642,-3.945845132090886,2.466252303113679e-06,255.45164455153957,179.65344224602032,514.5269922769088,4.102172116477605e-07,195.6922391707921,126.32663254491125,266.3150706821734,5.215813504910068e-09
sault_ste_marie_transit,Sault Ste Marie Transit (ON),ON,123,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
societe_de_transport_de_trois_rivieres,Societe De Transport De Trois Rivieres (QC),QC,198,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
societe_transport_laval,Laval (QC),QC,537,-2.730830889118934,-5.088623334534183,-0.7885472487935925,0.006131187158878972,-5.756111138212788,-11.266887141955348,-1.905644940340052,0.002099313351719749,507.5686911277434,368.58997266385967,649.3206898993045,1.5650953487565555e-14,325.751004696784,246.06792830798588,429.8219981809145,1.0682759740700362e-14
societe_transport_levis,Levis (QC),QC,230,-4.530015804045604,-9.632147529073782,5.189550282012634,0.31440323573185847,-5.8441900691900734,-10.14877800636863,7.987842050719692,0.13594678000143098,328.72549787876517,171.56859370340612,408.2777407932639,5.934607977759328e-06,134.12127545707622,96.76020340108805,167.2337524985792,1.549506018170157e-06
societe_transport_montreal,Montreal (QC),QC,537,-0.7669675636428153,-1.898139622671922,0.03995081661469367,0.004921910062282207,-1.5918892465839534,-2.2120152108694127,-0.4914763023545448,0.0017734236346961007,294.53914364534376,157.00268889794722,547.3544925451251,9.83271743016226e-05,220.1573393171834,50.894978559688155,385.197002882875,0.0002705197095368576
thunder_bay_transit,Thunder Bay Transit (ON),ON,162,-1.1462285940207142,-3.049055740993267,-0.14212364218522192,0.037340787000985934,-3.141258659641018,-4.840683363830353,-0.134638933030482,0.014138453310452853,333.2134717875769,161.17581833101252,465.67304810362975,7.095896956201174e-05,206.1858191205049,89.32552320241243,349.74438213333406,0.00021205541288905354
toronto_transit_commission,Toronto (ON),ON,641,-0.5922732710756513,-1.565463189018594,0.23960408876796982,0.12727229107025392,-0.5928878482573676,-1.4813283263023507,-0.013865054930852137,0.10123357433811438,93.4266681285016,-10.153057818092387,229.56064698266405,0.05628728260901757,69.56485915395979,-32.29359188456547,176.049853550656,0.13425574284112013
